Dataset,index,convo,inf_summ,label,Support
summeval,849,"Cats and dogs have the advantage over marine pets in that they can interact with humans through the sense of touch. But that doesn’t prevent one man from dipping his hand in the fish tank and giving his blood parrot cichlid a stroke. Capturing his remarkable relationship on camera, Roland Giroux gently cups the fish with his hand from within side the tank and then treats it to a massage. The fish begins relaxing in the man's hand and stays very still as the owner begins to stroke it with his finger . The fish initially moves away before swimming in a full circle and returning to rest in between the man’s fingers. The man then begins massaging the pet by running his finger along it and the fish stays completely still as if enjoying the sensation. Repeating the process, the fish swims off once more before immediately returning to the man’s hand to be stroked again. Later in the video the fish interacts further with the man by swimming up his arm and circling his fingers. The man places his hand into the tank and gently cups the blood parrot cichlid with his fingers . Before burying its face into his hand and remaining very still once more. The video concludes with the man removing his hand from the tank and the fish, clearly saddened by this, following it up to the surface of the water. According to Mr Giroux, who uploads many videos of his fish to his Youtube channel, the blood parrot cichlid used to share its tank with two other fish. The fish swims away from the man's hand a few times in the video but returns to be massaged . But he was forced to remove the other two from the tank when he noticed that they were bullying his prized pet. He then set about interacting with the fish by feeding it frozen blood worms by hand and eventually he noticed it becoming more sociable. After a while the fish enjoyed being stroked and Mr Giroux noted that it would become frustrated if he didn’t play with it on a daily basis. The fish begins swimming around the man's fingers and towards the surface as he removes his hand . The man massages and plays with his fish for at least 15 minutes each day. The blood parrot cichlid is a hybrid of the midas and the redhead cichlid and was first bred in Taiwan around 1986.",roland giroux gently cups the fish with his hand from within side the tank and then treats it to a massage . the fish begins relaxing in the man 's hand and stays very still as the owner begins to stroke it with his finger .,1,"Capturing his remarkable relationship on camera, Roland Giroux gently cups the fish with his hand from within side the tank and then treats it to a massage. | The fish begins relaxing in the man's hand and stays very still as the owner begins to stroke it with his finger ."
summeval,850,"Cats and dogs have the advantage over marine pets in that they can interact with humans through the sense of touch. But that doesn’t prevent one man from dipping his hand in the fish tank and giving his blood parrot cichlid a stroke. Capturing his remarkable relationship on camera, Roland Giroux gently cups the fish with his hand from within side the tank and then treats it to a massage. The fish begins relaxing in the man's hand and stays very still as the owner begins to stroke it with his finger . The fish initially moves away before swimming in a full circle and returning to rest in between the man’s fingers. The man then begins massaging the pet by running his finger along it and the fish stays completely still as if enjoying the sensation. Repeating the process, the fish swims off once more before immediately returning to the man’s hand to be stroked again. Later in the video the fish interacts further with the man by swimming up his arm and circling his fingers. The man places his hand into the tank and gently cups the blood parrot cichlid with his fingers . Before burying its face into his hand and remaining very still once more. The video concludes with the man removing his hand from the tank and the fish, clearly saddened by this, following it up to the surface of the water. According to Mr Giroux, who uploads many videos of his fish to his Youtube channel, the blood parrot cichlid used to share its tank with two other fish. The fish swims away from the man's hand a few times in the video but returns to be massaged . But he was forced to remove the other two from the tank when he noticed that they were bullying his prized pet. He then set about interacting with the fish by feeding it frozen blood worms by hand and eventually he noticed it becoming more sociable. After a while the fish enjoyed being stroked and Mr Giroux noted that it would become frustrated if he didn’t play with it on a daily basis. The fish begins swimming around the man's fingers and towards the surface as he removes his hand . The man massages and plays with his fish for at least 15 minutes each day. The blood parrot cichlid is a hybrid of the midas and the redhead cichlid and was first bred in Taiwan around 1986.","capturing his remarkable relationship on camera , roland giroux gently cups the fish with his hand from within side the tank and then treats it to a massage . the man massages and plays with his fish for at least 15 minutes each day . but that does n't prevent one man from dipping his hand in the fish tank and giving his blood parrot cichlid a stroke .",1,"Capturing his remarkable relationship on camera, Roland Giroux gently cups the fish with his hand from within side the tank and then treats it to a massage. | The man massages and plays with his fish for at least 15 minutes each day. | But that doesn’t prevent one man from dipping his hand in the fish tank and giving his blood parrot cichlid a stroke."
summeval,853,"Cats and dogs have the advantage over marine pets in that they can interact with humans through the sense of touch. But that doesn’t prevent one man from dipping his hand in the fish tank and giving his blood parrot cichlid a stroke. Capturing his remarkable relationship on camera, Roland Giroux gently cups the fish with his hand from within side the tank and then treats it to a massage. The fish begins relaxing in the man's hand and stays very still as the owner begins to stroke it with his finger . The fish initially moves away before swimming in a full circle and returning to rest in between the man’s fingers. The man then begins massaging the pet by running his finger along it and the fish stays completely still as if enjoying the sensation. Repeating the process, the fish swims off once more before immediately returning to the man’s hand to be stroked again. Later in the video the fish interacts further with the man by swimming up his arm and circling his fingers. The man places his hand into the tank and gently cups the blood parrot cichlid with his fingers . Before burying its face into his hand and remaining very still once more. The video concludes with the man removing his hand from the tank and the fish, clearly saddened by this, following it up to the surface of the water. According to Mr Giroux, who uploads many videos of his fish to his Youtube channel, the blood parrot cichlid used to share its tank with two other fish. The fish swims away from the man's hand a few times in the video but returns to be massaged . But he was forced to remove the other two from the tank when he noticed that they were bullying his prized pet. He then set about interacting with the fish by feeding it frozen blood worms by hand and eventually he noticed it becoming more sociable. After a while the fish enjoyed being stroked and Mr Giroux noted that it would become frustrated if he didn’t play with it on a daily basis. The fish begins swimming around the man's fingers and towards the surface as he removes his hand . The man massages and plays with his fish for at least 15 minutes each day. The blood parrot cichlid is a hybrid of the midas and the redhead cichlid and was first bred in Taiwan around 1986.",cats and dogs have the advantage over marine pets in that they can interact with humans through the sense of touch . but that does n't prevent one man from dipping his hand in the fish tank and then treats it to a massage . the fish begins relaxing in the man 's hand and stays very still as the owner begins to stroke it with his finger .,1,Cats and dogs have the advantage over marine pets in that they can interact with humans through the sense of touch. | But that doesn’t prevent one man from dipping his hand in the fish tank and giving his blood parrot cichlid a stroke. | The fish begins relaxing in the man's hand and stays very still as the owner begins to stroke it with his finger .
summeval,353,"Kevin Rebbie, 56, of Limerick Township, Pennsylvania, was arrested after a 15-year-old girl found a hidden camera in her bathroom that police were able to trace back to the man . A Pennsylvania man was arrested after allegedly sexually abusing a girl in her home over a four-year period and filming the girl, now 15, and others with a hidden camera in a bathroom. Kevin Rebbie, 56, of Limerick Township, faces several charges, including aggravated indecent assault, unlawful contact with a minor, sexual abuse of children and invasion of privacy, the Montgomery County District Attorney's Office said. The investigation began when a 15-year-old girl found a hidden camera under the sink in a bathroom in her Limerick Township home in March, according to prosecutors. She told investigators that Rebbie had been watching her for years when she was undressing and when he believed she was asleep. She added that beginning when she was nine years old up until she was 13, Rebbie would come into her bedroom while she was sleeping and molest her, according to Philly.com. Investigators found 41 videos from the hidden camera that included footage of the girl and others while they used the bathroom, 34 of which showed victims as they showered. Rebbie uploaded the videos, some that included close-up images of children's genitalia, to his computer to view later, prosecutors said. The videos were captured over a three- or four-year time period, according to prosecutors. Rebbie admitted to filming several victims, including other juveniles, but had purchased the camera specifically so he could record the now-15-year-old victim while she undressed and showered, according to the Pottstown Mercury. 'I think it's particularly horrific... and particularly for a young child when they think they're in the sanctity of their home, going through their teenage years, to be violated in the way that this young woman was violated it just goes beyond the boundaries of horrific. It's just unfathomable,' Limerick Police Chief William Albany told the Mercury. The relationship between Rebbie and the girl's family is unknown. Rebbie's preliminary hearing is on May 1 and he is being held on a $500,000 bail.","kevin rebbie , 56 , of limerick township , pennsylvania , faces several charges , including aggravated indecent assault , unlawful contact with a minor , sexual abuse of children and invasion of privacy . the investigation began when a 15-year-old girl found a hidden camera under the sink in a bathroom in her limerick township home in march . kevin rebbie , 56 , of limerick township , pennsylvania , was arrested after a 15-year-old girl found a hidden camera in her bathroom .",0,"Kevin Rebbie, 56, of Limerick Township, Pennsylvania, was arrested after a 15-year-old girl found a hidden camera in her bathroom that police were able to trace back to the man . | The investigation began when a 15-year-old girl found a hidden camera under the sink in a bathroom in her Limerick Township home in March, according to prosecutors. | Kevin Rebbie, 56, of Limerick Township, faces several charges, including aggravated indecent assault, unlawful contact with a minor, sexual abuse of children and invasion of privacy, the Montgomery County District Attorney's Office said."
summeval,1057,"Last week she was barely showing – but Demelza Poldark is now the proud mother to the show’s latest addition. Within ten minutes of tomorrow night’s episode, fans will see Aidan Turner’s dashing Ross Poldark gaze lovingly at his new baby daughter. As Sunday night’s latest heartthrob, women across the country have voiced their longing to settle down with the brooding Cornish gentleman – but unfortunately it seems as if his heart is well and truly off the market. Scroll down for video . Last week she was barely showing – but Demelza Poldark is now the proud mother to the show’s latest addition . He may have married his red-headed kitchen maid out of duty, but as he tells her that she makes him a better man, audiences can have little doubt about his feelings. What is rather less convincing, however, is the timeline of the pregnancy. With the climax of the previous episode being the announcement of the pregnancy, it is quite a jump to the start of tomorrow’s instalment where Demelza, played by Eleanor Tomlinson, talks about being eight months pregnant. Just minutes after – once again without any nod to the passing of time – she is giving birth, with the last month of her pregnancy passing in less than the blink of an eye. With the climax of the previous episode being the announcement of the pregnancy, it is quite a jump to the start of tomorrow’s instalment where Demelza, played by Eleanor Tomlinson, talks about being eight months pregnant . As Sunday night’s latest heartthrob, women across the country have voiced their longing to settle down with Poldark – but unfortunately it seems as if his heart is well and truly off the market . Their fast relationship didn't go unnoticed by fans. One posted on Twitter: ‘If you are pregnant in Poldark times expect to have it in the next 10 minutes’ It is reminiscent of the show’s previous pregnancy that saw Elizabeth, another contender for Ross’s affection, go to full term in the gap between two episodes. This didn’t go unnoticed by fans, who posted on Twitter: ‘Poldark is rather good, would watch the next one now. Though if you are pregnant in Poldark times expect to have it in the next 10 minutes.’","aidan turner 's dashing ross poldark gaze lovingly at his new baby daughter . as sunday night 's latest heartthrob , women across the country have voiced their longing to settle down with the brooding cornish gentleman . last week she was barely showing -- but demelza poldark is now the proud mother to the show 's latest addition .",1,"As Sunday night’s latest heartthrob, women across the country have voiced their longing to settle down with the brooding Cornish gentleman – but unfortunately it seems as if his heart is well and truly off the market. | Last week she was barely showing – but Demelza Poldark is now the proud mother to the show’s latest addition. | Within ten minutes of tomorrow night’s episode, fans will see Aidan Turner’s dashing Ross Poldark gaze lovingly at his new baby daughter."
summeval,1058,"Last week she was barely showing – but Demelza Poldark is now the proud mother to the show’s latest addition. Within ten minutes of tomorrow night’s episode, fans will see Aidan Turner’s dashing Ross Poldark gaze lovingly at his new baby daughter. As Sunday night’s latest heartthrob, women across the country have voiced their longing to settle down with the brooding Cornish gentleman – but unfortunately it seems as if his heart is well and truly off the market. Scroll down for video . Last week she was barely showing – but Demelza Poldark is now the proud mother to the show’s latest addition . He may have married his red-headed kitchen maid out of duty, but as he tells her that she makes him a better man, audiences can have little doubt about his feelings. What is rather less convincing, however, is the timeline of the pregnancy. With the climax of the previous episode being the announcement of the pregnancy, it is quite a jump to the start of tomorrow’s instalment where Demelza, played by Eleanor Tomlinson, talks about being eight months pregnant. Just minutes after – once again without any nod to the passing of time – she is giving birth, with the last month of her pregnancy passing in less than the blink of an eye. With the climax of the previous episode being the announcement of the pregnancy, it is quite a jump to the start of tomorrow’s instalment where Demelza, played by Eleanor Tomlinson, talks about being eight months pregnant . As Sunday night’s latest heartthrob, women across the country have voiced their longing to settle down with Poldark – but unfortunately it seems as if his heart is well and truly off the market . Their fast relationship didn't go unnoticed by fans. One posted on Twitter: ‘If you are pregnant in Poldark times expect to have it in the next 10 minutes’ It is reminiscent of the show’s previous pregnancy that saw Elizabeth, another contender for Ross’s affection, go to full term in the gap between two episodes. This didn’t go unnoticed by fans, who posted on Twitter: ‘Poldark is rather good, would watch the next one now. Though if you are pregnant in Poldark times expect to have it in the next 10 minutes.’","within ten minutes of tomorrow night 's episode , fans will see aidan turner 's dashing ross poldark gaze lovingly at his new baby daughter . last week she was barely showing -- but demelza poldark is now the proud mother to the show 's latest addition . last week she was barely showing -- but demelza poldark is now the proud mother to the show 's latest addition .",1,"Last week she was barely showing – but Demelza Poldark is now the proud mother to the show’s latest addition. | Within ten minutes of tomorrow night’s episode, fans will see Aidan Turner’s dashing Ross Poldark gaze lovingly at his new baby daughter."
summeval,1060,"Last week she was barely showing – but Demelza Poldark is now the proud mother to the show’s latest addition. Within ten minutes of tomorrow night’s episode, fans will see Aidan Turner’s dashing Ross Poldark gaze lovingly at his new baby daughter. As Sunday night’s latest heartthrob, women across the country have voiced their longing to settle down with the brooding Cornish gentleman – but unfortunately it seems as if his heart is well and truly off the market. Scroll down for video . Last week she was barely showing – but Demelza Poldark is now the proud mother to the show’s latest addition . He may have married his red-headed kitchen maid out of duty, but as he tells her that she makes him a better man, audiences can have little doubt about his feelings. What is rather less convincing, however, is the timeline of the pregnancy. With the climax of the previous episode being the announcement of the pregnancy, it is quite a jump to the start of tomorrow’s instalment where Demelza, played by Eleanor Tomlinson, talks about being eight months pregnant. Just minutes after – once again without any nod to the passing of time – she is giving birth, with the last month of her pregnancy passing in less than the blink of an eye. With the climax of the previous episode being the announcement of the pregnancy, it is quite a jump to the start of tomorrow’s instalment where Demelza, played by Eleanor Tomlinson, talks about being eight months pregnant . As Sunday night’s latest heartthrob, women across the country have voiced their longing to settle down with Poldark – but unfortunately it seems as if his heart is well and truly off the market . Their fast relationship didn't go unnoticed by fans. One posted on Twitter: ‘If you are pregnant in Poldark times expect to have it in the next 10 minutes’ It is reminiscent of the show’s previous pregnancy that saw Elizabeth, another contender for Ross’s affection, go to full term in the gap between two episodes. This didn’t go unnoticed by fans, who posted on Twitter: ‘Poldark is rather good, would watch the next one now. Though if you are pregnant in Poldark times expect to have it in the next 10 minutes.’","fans will see aidan turner 's dashing ross poldark gaze lovingly at his new baby . as sunday night 's latest heartthrob , women have voiced their longing to settle down with the brooding cornish gentleman . but unfortunately it seems as if his heart is well and truly off the market .",1,"As Sunday night’s latest heartthrob, women across the country have voiced their longing to settle down with the brooding Cornish gentleman – but unfortunately it seems as if his heart is well and truly off the market. | Within ten minutes of tomorrow night’s episode, fans will see Aidan Turner’s dashing Ross Poldark gaze lovingly at his new baby daughter."
summeval,1061,"Last week she was barely showing – but Demelza Poldark is now the proud mother to the show’s latest addition. Within ten minutes of tomorrow night’s episode, fans will see Aidan Turner’s dashing Ross Poldark gaze lovingly at his new baby daughter. As Sunday night’s latest heartthrob, women across the country have voiced their longing to settle down with the brooding Cornish gentleman – but unfortunately it seems as if his heart is well and truly off the market. Scroll down for video . Last week she was barely showing – but Demelza Poldark is now the proud mother to the show’s latest addition . He may have married his red-headed kitchen maid out of duty, but as he tells her that she makes him a better man, audiences can have little doubt about his feelings. What is rather less convincing, however, is the timeline of the pregnancy. With the climax of the previous episode being the announcement of the pregnancy, it is quite a jump to the start of tomorrow’s instalment where Demelza, played by Eleanor Tomlinson, talks about being eight months pregnant. Just minutes after – once again without any nod to the passing of time – she is giving birth, with the last month of her pregnancy passing in less than the blink of an eye. With the climax of the previous episode being the announcement of the pregnancy, it is quite a jump to the start of tomorrow’s instalment where Demelza, played by Eleanor Tomlinson, talks about being eight months pregnant . As Sunday night’s latest heartthrob, women across the country have voiced their longing to settle down with Poldark – but unfortunately it seems as if his heart is well and truly off the market . Their fast relationship didn't go unnoticed by fans. One posted on Twitter: ‘If you are pregnant in Poldark times expect to have it in the next 10 minutes’ It is reminiscent of the show’s previous pregnancy that saw Elizabeth, another contender for Ross’s affection, go to full term in the gap between two episodes. This didn’t go unnoticed by fans, who posted on Twitter: ‘Poldark is rather good, would watch the next one now. Though if you are pregnant in Poldark times expect to have it in the next 10 minutes.’","demelza poldark is now the proud mother to the show 's latest addition . within ten minutes of tomorrow night 's episode , fans will see aidan turner 's dashing ross poldark gaze lovingly at his new baby daughter .",1,"Last week she was barely showing – but Demelza Poldark is now the proud mother to the show’s latest addition. | Within ten minutes of tomorrow night’s episode, fans will see Aidan Turner’s dashing Ross Poldark gaze lovingly at his new baby daughter."
summeval,1064,"Last week she was barely showing – but Demelza Poldark is now the proud mother to the show’s latest addition. Within ten minutes of tomorrow night’s episode, fans will see Aidan Turner’s dashing Ross Poldark gaze lovingly at his new baby daughter. As Sunday night’s latest heartthrob, women across the country have voiced their longing to settle down with the brooding Cornish gentleman – but unfortunately it seems as if his heart is well and truly off the market. Scroll down for video . Last week she was barely showing – but Demelza Poldark is now the proud mother to the show’s latest addition . He may have married his red-headed kitchen maid out of duty, but as he tells her that she makes him a better man, audiences can have little doubt about his feelings. What is rather less convincing, however, is the timeline of the pregnancy. With the climax of the previous episode being the announcement of the pregnancy, it is quite a jump to the start of tomorrow’s instalment where Demelza, played by Eleanor Tomlinson, talks about being eight months pregnant. Just minutes after – once again without any nod to the passing of time – she is giving birth, with the last month of her pregnancy passing in less than the blink of an eye. With the climax of the previous episode being the announcement of the pregnancy, it is quite a jump to the start of tomorrow’s instalment where Demelza, played by Eleanor Tomlinson, talks about being eight months pregnant . As Sunday night’s latest heartthrob, women across the country have voiced their longing to settle down with Poldark – but unfortunately it seems as if his heart is well and truly off the market . Their fast relationship didn't go unnoticed by fans. One posted on Twitter: ‘If you are pregnant in Poldark times expect to have it in the next 10 minutes’ It is reminiscent of the show’s previous pregnancy that saw Elizabeth, another contender for Ross’s affection, go to full term in the gap between two episodes. This didn’t go unnoticed by fans, who posted on Twitter: ‘Poldark is rather good, would watch the next one now. Though if you are pregnant in Poldark times expect to have it in the next 10 minutes.’",Last week she was barely showing – but Demelza Poldark is now the proud mother to the show's latest addition,1,Last week she was barely showing – but Demelza Poldark is now the proud mother to the show’s latest addition.
summeval,1138,"Carlos Tevez has been told to terminate his contract with Juventus to complete a return to his former club Boca Juniors in Argentina. The former Manchester City striker's deal with the Serie A champions does not expire until the end of next season but he has reportedly told the club he wishes to leave this summer. Boca have confirmed they are close to completing a deal for the 31-year-old, but club president Daniel Angelici has stressed that Tevez must terminate his contract with the Italians first. Carlos Tevez has shocked Juventus by suggesting he wants to leave the club this summer . Tevez is on course to win a second Serie A title with the Old Lady and still has a shot at European glory . 'We must be careful', Angelici told TYC Sports. 'We know that he wants to return to Argentina with Boca Juniors but he must first terminate his contract with Juventus, which runs until 2016. 'We are close to sealing his return and it will be done shortly.' The Argentina international joined Boca's youth academy in 1996 and went on to score 26 league goals in 76 appearances for the club before joining Corinthians in 2005. Although Juventus are reluctant to lose the league's top scorer - Tevez has netted 17 times this season - they have accepted the player wants to leave and have already started identifying potential replacements. Italian paper Tuttosport claims the 31-year-old has already decided to leave the club this summer . Tevez has always said he intends to finish his career back at his first club Boca Juniors in Argentina . Carlos Tevez 17 . Mauro Icardi 16 . Jeremy Menez 16 . Tevez's international manager Tata Martino claims any potential move would have no bearing on the player's Argentina future. 'The most important thing for me is that Tevez continues to play as well as he is at the moment,' Martino told Italian paper Tuttosport. 'It doesn't matter whether that's at Juventus or Boca. Only he'll know what's best for his future. 'I will say this, though: Juventus are a great team, but so are Boca Juniors. It wouldn't be a step down.'","carlos tevez has been told to terminate his contract with juventus to complete a return to his former club boca juniors in argentina . the former manchester city striker 's deal with the serie a champions does not expire until the end of next season but he has reportedly told the club he wishes to leave this summer . boca have confirmed they are close to completing a deal for the 31-year-old , but club president daniel angelici has stressed that tevez must terminate his contract with the italians first .",1,"Carlos Tevez has been told to terminate his contract with Juventus to complete a return to his former club Boca Juniors in Argentina. | The former Manchester City striker's deal with the Serie A champions does not expire until the end of next season but he has reportedly told the club he wishes to leave this summer. | Boca have confirmed they are close to completing a deal for the 31-year-old, but club president Daniel Angelici has stressed that Tevez must terminate his contract with the Italians first."
summeval,1139,"Carlos Tevez has been told to terminate his contract with Juventus to complete a return to his former club Boca Juniors in Argentina. The former Manchester City striker's deal with the Serie A champions does not expire until the end of next season but he has reportedly told the club he wishes to leave this summer. Boca have confirmed they are close to completing a deal for the 31-year-old, but club president Daniel Angelici has stressed that Tevez must terminate his contract with the Italians first. Carlos Tevez has shocked Juventus by suggesting he wants to leave the club this summer . Tevez is on course to win a second Serie A title with the Old Lady and still has a shot at European glory . 'We must be careful', Angelici told TYC Sports. 'We know that he wants to return to Argentina with Boca Juniors but he must first terminate his contract with Juventus, which runs until 2016. 'We are close to sealing his return and it will be done shortly.' The Argentina international joined Boca's youth academy in 1996 and went on to score 26 league goals in 76 appearances for the club before joining Corinthians in 2005. Although Juventus are reluctant to lose the league's top scorer - Tevez has netted 17 times this season - they have accepted the player wants to leave and have already started identifying potential replacements. Italian paper Tuttosport claims the 31-year-old has already decided to leave the club this summer . Tevez has always said he intends to finish his career back at his first club Boca Juniors in Argentina . Carlos Tevez 17 . Mauro Icardi 16 . Jeremy Menez 16 . Tevez's international manager Tata Martino claims any potential move would have no bearing on the player's Argentina future. 'The most important thing for me is that Tevez continues to play as well as he is at the moment,' Martino told Italian paper Tuttosport. 'It doesn't matter whether that's at Juventus or Boca. Only he'll know what's best for his future. 'I will say this, though: Juventus are a great team, but so are Boca Juniors. It wouldn't be a step down.'","carlos tevez has been told to terminate his contract with juventus to complete a return to his former club boca juniors . the former manchester city striker 's deal with the serie a champions does not expire until the end of next season . boca have confirmed they are close to completing a deal for the 31-year-old , but he has reportedly told the club he wishes to leave this summer .",0,"Carlos Tevez has been told to terminate his contract with Juventus to complete a return to his former club Boca Juniors in Argentina. | The former Manchester City striker's deal with the Serie A champions does not expire until the end of next season but he has reportedly told the club he wishes to leave this summer. | Boca have confirmed they are close to completing a deal for the 31-year-old, but club president Daniel Angelici has stressed that Tevez must terminate his contract with the Italians first."
summeval,193,"Rome (CNN)Italy is coping with a rising wave of desperate migrants from Africa and Middle East hoping to make it to Europe. From Friday to Monday, a total of 8,480 migrants were rescued, according to the Italian coast guard, which said it received on Monday -- alone -- SOS calls from 20 boats in distress. On Tuesday, a spokesman with Save the Children told CNN the group fears 400 migrants could be missing, citing testimony from survivors who said their ship carrying 550 people capsized in the Mediterranean Sea about 80 miles off the Libyan coast. The Italian coast guard, however, told CNN that while it is taking the report seriously, it cannot confirm such an incident and has not yet found evidence at sea to indicate a migrant boat carrying approximately 550 has capsized with 145 rescued. An operation that included boats and planes did not find any survivors, nor bodies, nor any evidence to indicate a particular boat capsized, Coast Guard official Filippo Marini said. There has been a recent upsurge in migrant boats crossing the Mediterranean into Italy and an increase in rescues performed by the Italian Coast Guard to aid migrant boats. Why migrants are dying trying to reach Italy . According to the International Organization for Migration, Italy registered more than 10,000 migrants arriving in the first three months of 2015, and about 2,000 were rescued at sea during the first weekend of April in the Channel of Sicily. Most migrants recorded this year come from countries in West Africa as well as Somalia and Syria, the IOM said. They use Libya as a country of transit. At least 480 migrants have died while crossing the Mediterranean since the beginning of the year, often because of bad weather and overcrowded vessels used by smugglers, the IOM said. Sometimes the captains and crews abandon the ships, leaving passengers to fend for themselves. Last week: 978 migrants rescued in one day in Mediterranean Sea . CNN's Ralph Ellis contributed to this report.","italy is coping with a rising wave of desperate migrants from africa and middle east . from friday to monday , a total of 8,480 migrants were rescued , according to the italian coast guard , which said it received on monday -- alone -- sos calls from 20 boats in distress . the italian coast guard , however , told cnn the group fears 400 migrants could be missing .",0,"On Tuesday, a spokesman with Save the Children told CNN the group fears 400 migrants could be missing, citing testimony from survivors who said their ship carrying 550 people capsized in the Mediterranean Sea about 80 miles off the Libyan coast."
summeval,195,"Rome (CNN)Italy is coping with a rising wave of desperate migrants from Africa and Middle East hoping to make it to Europe. From Friday to Monday, a total of 8,480 migrants were rescued, according to the Italian coast guard, which said it received on Monday -- alone -- SOS calls from 20 boats in distress. On Tuesday, a spokesman with Save the Children told CNN the group fears 400 migrants could be missing, citing testimony from survivors who said their ship carrying 550 people capsized in the Mediterranean Sea about 80 miles off the Libyan coast. The Italian coast guard, however, told CNN that while it is taking the report seriously, it cannot confirm such an incident and has not yet found evidence at sea to indicate a migrant boat carrying approximately 550 has capsized with 145 rescued. An operation that included boats and planes did not find any survivors, nor bodies, nor any evidence to indicate a particular boat capsized, Coast Guard official Filippo Marini said. There has been a recent upsurge in migrant boats crossing the Mediterranean into Italy and an increase in rescues performed by the Italian Coast Guard to aid migrant boats. Why migrants are dying trying to reach Italy . According to the International Organization for Migration, Italy registered more than 10,000 migrants arriving in the first three months of 2015, and about 2,000 were rescued at sea during the first weekend of April in the Channel of Sicily. Most migrants recorded this year come from countries in West Africa as well as Somalia and Syria, the IOM said. They use Libya as a country of transit. At least 480 migrants have died while crossing the Mediterranean since the beginning of the year, often because of bad weather and overcrowded vessels used by smugglers, the IOM said. Sometimes the captains and crews abandon the ships, leaving passengers to fend for themselves. Last week: 978 migrants rescued in one day in Mediterranean Sea . CNN's Ralph Ellis contributed to this report.","italy is coping with a rising wave of desperate migrants from africa and middle east . a total of 8,480 migrants were rescued , according to the italian coast guard . there has been a recent upsurge in migrant boats crossing the mediterranean into italy .",0,"Rome (CNN)Italy is coping with a rising wave of desperate migrants from Africa and Middle East hoping to make it to Europe. | From Friday to Monday, a total of 8,480 migrants were rescued, according to the Italian coast guard, which said it received on Monday -- alone -- SOS calls from 20 boats in distress. | There has been a recent upsurge in migrant boats crossing the Mediterranean into Italy and an increase in rescues performed by the Italian Coast Guard to aid migrant boats."
summeval,196,"Rome (CNN)Italy is coping with a rising wave of desperate migrants from Africa and Middle East hoping to make it to Europe. From Friday to Monday, a total of 8,480 migrants were rescued, according to the Italian coast guard, which said it received on Monday -- alone -- SOS calls from 20 boats in distress. On Tuesday, a spokesman with Save the Children told CNN the group fears 400 migrants could be missing, citing testimony from survivors who said their ship carrying 550 people capsized in the Mediterranean Sea about 80 miles off the Libyan coast. The Italian coast guard, however, told CNN that while it is taking the report seriously, it cannot confirm such an incident and has not yet found evidence at sea to indicate a migrant boat carrying approximately 550 has capsized with 145 rescued. An operation that included boats and planes did not find any survivors, nor bodies, nor any evidence to indicate a particular boat capsized, Coast Guard official Filippo Marini said. There has been a recent upsurge in migrant boats crossing the Mediterranean into Italy and an increase in rescues performed by the Italian Coast Guard to aid migrant boats. Why migrants are dying trying to reach Italy . According to the International Organization for Migration, Italy registered more than 10,000 migrants arriving in the first three months of 2015, and about 2,000 were rescued at sea during the first weekend of April in the Channel of Sicily. Most migrants recorded this year come from countries in West Africa as well as Somalia and Syria, the IOM said. They use Libya as a country of transit. At least 480 migrants have died while crossing the Mediterranean since the beginning of the year, often because of bad weather and overcrowded vessels used by smugglers, the IOM said. Sometimes the captains and crews abandon the ships, leaving passengers to fend for themselves. Last week: 978 migrants rescued in one day in Mediterranean Sea . CNN's Ralph Ellis contributed to this report.","italy is coping with a rising wave of desperate migrants from africa and middle east hoping to make it to europe . from friday to monday , a total of 8,480 migrants were rescued , according to the italian coast guard . on tuesday , a spokesman with save the children told cnn the group fears 400 migrants could be missing .",1,"Rome (CNN)Italy is coping with a rising wave of desperate migrants from Africa and Middle East hoping to make it to Europe. | From Friday to Monday, a total of 8,480 migrants were rescued, according to the Italian coast guard, which said it received on Monday -- alone -- SOS calls from 20 boats in distress. | On Tuesday, a spokesman with Save the Children told CNN the group fears 400 migrants could be missing, citing testimony from survivors who said their ship carrying 550 people capsized in the Mediterranean Sea about 80 miles off the Libyan coast."
